salary,rent,food,entertainment,utilities,transportation,insurance,savings,subscriptions,travels,emi,future_expense_target
144019,34605,11170,7187,11765,10809,2188,44625,4820,24984,28391,184066.25504959814
85726,34731,15111,3804,4289,7053,3028,5613,3134,25278,2463,105586.59647705995
161564,15609,28536,14158,12415,16868,4565,14193,958,2068,24236,138946.4440892548
135668,7937,21911,9487,12825,847,2872,25075,3077,26743,25000,138315.1684347974
26102,24724,22056,5144,4979,1514,7010,43095,4080,4724,30702,155323.96112747872
138015,11441,20449,13312,6808,13145,9841,30010,2534,28794,34795,176747.96816749778
46641,38063,28948,8891,6178,1941,8066,30033,3394,12131,25111,165876.8124819509
185656,12074,16553,11348,8498,6232,7208,36765,2320,1104,9775,114843.80878724944
183817,26130,1299,15888,11429,4308,3446,39885,3170,516,36449,145750.42287305393
174165,36345,29230,636,10872,16627,2413,34592,2470,14995,16624,168113.61946179296
123746,3067,8365,4632,9283,1329,5889,48559,386,25005,18950,130404.94106461167
56631,47091,1318,3387,7689,15698,7504,26359,2555,27871,16671,157887.13095186744
92991,31306,8704,3371,5804,19813,2322,44173,3720,21731,23947,166600.37957583152
24014,20103,3739,18235,5792,1437,1794,49240,2271,25432,23265,157992.58952215186
31093,12754,6292,6282,3107,6792,1300,19545,4337,28887,29605,123285.32771075216
38070,37185,18556,13823,10708,8066,3731,4022,3988,23105,15589,145323.57767271367
55777,25095,16254,17874,13960,18218,2670,878,220,29787,22271,150227.63281578588
76958,22262,25412,9812,1032,14070,3625,36590,1320,12265,20891,153713.39333320493
102074,24183,28019,13997,12576,909,7341,770,4473,19616,21568,138191.1928928126
30729,29546,20879,11436,6407,2265,8643,7137,1090,8680,8858,107801.52180268109
196089,4114,14710,18114,14632,12763,6758,24259,2848,4877,21860,129150.36144352598
178823,40628,18945,4098,8299,10878,8131,17217,3255,9443,38606,163839.2523286225
125864,27920,22865,18913,9649,14509,3904,21583,4725,70,25883,154306.05346421798
150858,30617,1762,9604,10319,14335,6004,5149,2515,23136,38803,143945.009740867
125510,5586,1296,8982,8879,12273,668,40703,1815,21020,34456,140088.9884581013
74748,36174,14699,8199,11404,4605,2200,29002,4627,13059,33960,165162.11555923944
25801,37557,11054,17602,11720,15005,1221,11283,4348,22169,28785,167803.90773506183
170262,33874,22882,5257,11591,10983,5279,3638,3808,9735,25227,137005.0847665809
49592,28611,27598,7555,9934,12879,5958,3443,4017,27590,19082,153782.02681433051
30647,27994,12031,14038,3243,18270,2438,33818,3880,29606,7313,155665.29331932365
159788,20138,24812,15896,7594,3313,5770,33090,4383,13323,6459,136590.8773647278
130627,9831,11462,9469,11090,15518,2622,4422,4142,22363,24621,120753.48015967112
90316,33864,16953,1285,2110,3160,168,13441,3735,27545,23583,128229.31610439689
22368,23875,5507,10704,11110,15321,7424,7590,723,28615,11425,124213.64326752305
97575,7753,14740,6252,4594,14066,2659,27954,1711,13732,8755,106354.13776101964
26655,38169,21403,17036,14902,10811,8823,24608,1404,4596,30571,176683.38883085738
90031,30651,24214,17635,3113,16498,8547,2930,4947,17390,37188,169437.2540916133
107922,11375,25546,12051,12321,1977,842,17437,1038,21064,1795,106525.92599490016
144046,40589,6036,3023,3240,7348,6528,18641,699,15330,13285,116676.28179868501
164475,14214,11832,4404,7445,2392,8188,42516,172,27825,10508,131230.90800056382
52097,31167,1956,15617,6633,17917,7649,39251,12,8035,4634,138640.96630980453
162038,42739,28154,16146,13100,19860,8587,5196,2766,18633,29019,190121.4678739811
144862,45428,3535,10829,13186,13412,2649,49982,2510,11521,19896,180656.30835434177
138834,22237,12050,19239,1925,3499,6505,3198,4521,14817,11451,101264.67856983675
113848,17665,11243,6417,6723,5204,9021,11078,1230,2297,32112,104895.26656389562
72921,20236,1544,12932,1713,11167,3568,46842,127,3163,19647,122652.69017546506
146141,9568,17545,7905,11912,15060,2263,13263,4475,16544,7257,109024.17967618475
42677,24042,8966,16480,607,3432,1609,12775,563,1653,31382,103665.53978854007
75609,21325,17218,13698,13527,15181,7113,1340,1465,11098,4224,110444.09562768645
51024,14597,5958,11501,4370,15078,9302,42901,4531,21076,16560,148494.93652950894
90313,9708,12054,16177,13757,5259,6283,47703,1445,25976,17834,160940.01051621162
147813,30940,9024,1890,7189,18949,7009,37534,419,19309,5963,145130.25936094797
115285,23936,12155,2654,4380,16020,2961,47686,518,29204,34886,179653.98571039175
166410,19432,22814,10414,9023,18525,7937,28352,990,12082,34259,166984.228338971
133632,19751,15442,3179,12713,5478,8133,23482,4510,13863,9648,118649.31325234276
170580,12223,25022,11471,1009,9188,5963,37774,927,11733,33931,155930.41860305748
23051,13363,29810,16810,6664,8824,1988,41675,3494,27551,10817,168328.1740171223
199819,29030,12197,14673,4047,2151,6262,36529,2785,17228,31226,162571.38578460083
134692,20083,9322,5520,12845,15753,9389,25763,2840,19725,2132,125803.85567812301
107235,43679,10218,17646,1957,5415,3479,5493,1916,13678,17549,123873.59414948979
183165,37913,23624,19604,13878,12898,5104,13326,200,2478,20216,154886.65262187674
190806,8200,20940,9966,11309,17054,6405,5165,1565,27552,29766,144718.06581675936
93523,18474,1790,18254,9419,14146,9626,49079,2661,28062,11243,166538.56370468915
114476,18577,1322,18738,12214,2432,6557,24261,40,25616,36343,150815.24706629475
37019,24921,15820,19150,6807,7723,1948,31489,3018,5027,3328,124127.89101716103
103613,46527,14836,17833,3192,8185,9154,24584,993,27597,2881,158127.2489860573
106672,22679,7431,13151,1418,12911,1788,13359,2208,16292,1649,97296.554327821
93847,32728,12144,18797,4736,16632,6409,31408,4552,15147,21354,167141.31942786044
102750,17603,2092,5986,4846,504,2393,15756,4163,26176,39326,122964.54596712685
48251,12823,6669,9784,4610,8569,3037,33085,3839,18859,28197,134030.64987530233
123481,20202,22551,5333,10646,12062,4884,31396,3119,4031,8374,125040.60417711752
132566,43005,10971,13692,9975,6966,382,25980,1700,4637,11398,132208.97162281655
45945,6926,23751,8363,616,16473,2369,42219,96,15913,3282,124518.61434070882
110852,12153,17574,15730,6804,5294,5320,47144,3526,14978,20976,151800.41216606545
52217,19620,20990,12695,7439,10837,3685,7758,2130,2937,21250,110458.44387488958
28308,34040,1523,18075,12705,8810,7119,20876,56,19626,5003,133736.15752817583
25949,12657,11363,16084,11746,16768,8554,47330,3245,28770,8221,168334.58335152816
152222,25388,12284,945,12685,11085,9852,14173,2743,24544,18046,135423.98256052958
120235,22139,19467,424,5133,7525,7710,26488,405,26053,24600,146845.03567193457
94740,41375,23810,11915,1655,19699,6436,22037,2341,27175,27139,191844.55487870952
136352,25468,23831,2600,13904,6855,4820,3126,1340,1584,23794,108643.78062234771
86617,24062,3174,9679,2512,7497,8747,49442,2250,1631,7788,118097.54894669662
36896,28332,29055,6806,5064,6129,351,6960,2055,18982,25800,132349.81399431222
150798,9573,9403,6116,9010,17437,5682,25597,264,15478,1245,103476.97691410818
197247,7797,5215,7925,14748,8352,3387,46205,2064,20222,22918,142534.39284096583
158877,23526,7248,15632,5389,17940,3973,4178,699,27705,33921,142558.77509088075
25237,19080,4186,11353,4928,9383,541,45195,1121,5611,26898,133005.7224536301
40056,3232,18037,15945,2298,7678,1569,24083,4128,7957,8452,94350.94597715515
196615,12235,28764,8293,4656,19198,8732,23284,900,9326,22759,144779.89733583835
134548,6130,17567,1639,13983,16458,7564,15812,2932,15407,37662,141355.6558749998
131488,42641,9368,10407,9903,12601,4681,29338,4778,2844,8400,138209.59570275046
154415,18564,15540,2567,9121,15982,753,40084,4431,17950,17447,145159.35755987425
164572,30702,23798,18712,10293,10154,7004,17902,1450,16807,5750,144271.91629848874
49375,16745,11678,41,14528,5432,9878,1760,2802,11956,25189,104300.04147681921
160734,34542,25713,16695,7334,10674,5344,45849,2433,4978,38007,199408.46343817422
36964,42135,25518,19810,10531,6370,1740,23510,1885,11227,8764,156382.27622781156
133429,28507,16886,19403,5477,19148,1356,42683,4628,16682,3518,164276.7350827045
87215,43140,19181,6531,3912,10379,4310,7187,2241,13031,33075,148012.9456901468
89042,44679,3530,2910,646,19212,4111,13766,1103,21512,30249,143747.3013691608
164356,24098,22010,11344,1638,11621,2087,9551,2445,16667,39834,146982.5986473848
113468,11661,13619,18348,11677,12620,592,6573,1009,18517,24032,121615.91939783822
29435,49659,21916,3579,3671,6887,401,29091,993,5329,13971,138325.14991254063
195150,29705,28551,17849,9074,3660,9717,3208,367,4730,14345,124060.70903251748
98832,39824,21235,11960,5940,2856,5746,8278,4678,1376,9087,113707.09551173482
71293,11532,18495,17625,14694,4993,3619,40870,1416,29557,9332,154104.70349359346
98781,16915,18058,315,13237,6913,7444,19522,1609,3116,39631,130084.08751167585
180196,44988,25765,5384,4468,9974,8820,40716,2770,26051,71,175063.84359253573
63919,21375,18065,12615,10320,4220,2190,15434,3801,13898,18762,123346.58918258858
186319,31886,4824,14409,938,6264,4103,16559,3781,18797,11949,114904.45176169138
141172,36887,4265,2731,13696,12694,7450,5032,1964,10034,12502,110261.64563198408
114758,23831,2286,16023,8089,17166,6841,4149,4509,8963,495,93945.7057417594
76573,22343,25283,7060,2708,9372,9741,5131,776,27921,6973,120512.63774565693
79101,44802,28404,3514,6747,717,5530,25959,1820,18103,35163,176697.8961561335
46646,42855,2964,16197,13271,11016,9738,37554,2457,4390,7778,154720.0027216171
124185,40997,16055,11779,6280,5171,8081,4813,1418,26606,24303,148523.82873600617
43049,19052,17162,17085,14912,19625,5852,21449,1151,28699,38247,185297.16088829964
118116,17360,10456,6344,12706,5667,6207,39050,1740,21186,11046,133293.26816290314
117379,10287,14901,18186,566,7734,5526,22092,4280,26227,12961,128710.19490486312
88385,5283,5721,19233,12916,19808,8628,45252,59,15937,25406,160907.40143561843
146131,31696,11496,14759,3343,9123,1864,532,1474,27673,36631,145412.78180000762
191230,17256,7538,16673,13183,11892,8546,38582,1479,13833,9988,143291.78251929587
43289,8824,3057,12993,8056,2624,595,31452,4357,25284,37086,136390.0592882069
130226,25258,3727,1807,6756,18784,3439,10027,2126,15902,26702,115963.26794106886
120793,41574,9781,7347,4271,12614,9014,38710,545,13319,1881,142460.44503980025
29823,32814,26534,4817,10616,9181,1381,46415,2363,13821,1231,154726.55780760015
61975,25923,10509,19912,11724,13257,658,43214,4881,14929,38656,187651.03591298233
29540,28089,5448,10221,12721,15581,133,30686,3807,16367,33372,163973.95927907169
36364,26292,14212,1585,1387,2215,3201,21542,2389,21240,3195,101735.16513241352
155683,39463,1946,17591,4880,15050,2510,43877,4798,23291,34397,195689.30738165413
47663,4546,25508,7023,10988,14613,3493,13951,2638,9158,31567,128343.74264543228
71991,2998,21231,10272,6462,10403,5847,10111,2973,8731,33285,114284.24337900212
124182,32256,8648,15126,10070,2512,2628,30718,2410,12541,26373,146035.59499764294
182049,9648,12068,1086,2531,7390,6277,22768,394,20518,24813,108896.03364890617
114704,5314,11370,17853,8361,4939,1812,27108,610,5918,3234,90254.51877168866
69115,28208,11508,8187,7791,17777,3141,14413,3008,4755,16767,119191.78908867913
111007,36831,12781,7457,5993,6851,1785,5111,1308,11889,6707,99506.7465716507
169143,33602,24161,3802,11439,4046,9070,46754,1063,19411,27731,188663.1657599259
31938,40655,2571,709,7954,17380,2238,1037,1888,15754,28301,123161.6548876975
186267,45162,1762,7196,13565,6767,3658,39575,3895,6624,26115,157308.790370618
111680,41092,29389,12040,11419,1838,5413,30209,2893,2778,13006,152738.89755413053
24000,12403,20652,9342,8439,11617,1445,4351,3434,20790,8758,104858.0361086116
121042,32581,29293,19139,5528,3300,5978,21419,1743,17623,28591,168135.52256250824
113610,32701,29942,8074,14662,1444,1069,48201,827,8038,16076,167979.1734964572
123691,32073,4358,13482,7401,2155,7620,22025,2194,2497,19385,118785.948745708
58304,45840,11403,9304,6284,4915,6226,25862,3288,3469,16642,137758.44864974785
89449,2515,6112,2849,9361,10692,3665,23523,2483,22220,5184,92986.70452715209
102986,21573,15560,17424,9938,5916,8837,34301,614,9300,33022,163276.07353704557
171836,11241,4718,14791,1826,7965,1872,36529,4950,24347,36359,146063.2257154807
128940,43394,15994,3585,5544,13360,5392,19612,2822,10100,5916,131582.56077779972
58494,6812,26654,17864,4211,12636,9520,31973,263,29452,30598,174908.70335171334
23373,45657,28125,10602,13102,17607,6877,28828,1115,13172,306,172878.71109797002
163233,27351,12137,11331,7635,19423,5775,1841,3064,11985,14351,118957.84222480736
117532,17249,9289,16079,775,16436,3279,35267,2551,24652,3034,134278.544516601
112658,39887,13600,8677,10144,17703,4892,48275,370,7919,31745,186001.64841538423
143633,15456,14679,10304,10718,17183,357,29548,4950,27134,10574,143655.62416702608
120386,13332,29148,19096,1151,6104,2120,43898,3946,967,15897,141903.03694876234
47350,18669,18970,13602,1077,2281,5345,13604,2999,21941,7183,110873.52098726084
113008,5678,9867,14070,2801,12580,9313,26948,4997,16136,32946,139066.3823100871
114297,28192,14730,8123,5138,7799,5995,10803,4808,2863,13416,103914.89490418935
45351,6714,18700,13858,9424,13063,905,25614,1021,15550,8544,114880.325379413
108668,8178,11275,19608,4979,16450,2369,23153,4974,17951,34093,145914.1578923935
134585,22938,16364,17495,12467,8731,7424,29931,3907,14783,989,138209.81303629902
166377,8983,22908,6548,3510,17761,8335,23171,1727,20630,2305,120393.99913627845
95353,10483,2332,14051,3082,6958,5663,8062,1457,22979,15392,93615.17621898375
85953,24838,21312,2356,7538,11631,7645,2997,3818,10292,7806,102861.24525400302
77458,5748,19220,15703,7574,12447,3034,49664,4827,8000,30248,159112.31784372323
40358,49062,13528,3941,9810,11054,5138,17340,4780,28417,23830,174892.79923955348
23267,35599,29376,1122,12629,16432,6860,20532,4999,26078,38164,200502.29337327208
102745,22390,25523,10816,13670,1023,5045,34070,3008,10230,9941,140548.07496981713
109588,47273,26381,7482,4042,19383,7894,21008,1036,1938,7360,145937.24654968982
58513,35121,11733,15055,2701,225,8722,47156,3924,13139,22799,164423.83413740332
177164,4762,21421,19203,10953,14249,6877,43938,2318,19941,23609,171652.4378351533
31338,25541,29678,9826,567,14532,606,8956,4115,4841,8553,111580.26298169528
151484,19163,17903,15222,5715,6212,6212,15030,2910,10076,2348,105468.0831454794
27543,15447,14085,18091,11448,4457,2925,5736,961,25507,16270,118611.54582335606
125891,35576,8891,4231,12759,12349,1180,17304,103,767,33954,131364.7902570673
184568,14356,26704,16197,9144,2061,9506,29055,1890,14144,22547,149663.67443592384
80692,5180,13017,3955,8219,3504,5672,16741,3834,10630,14487,88272.72431792309
64425,15257,11956,15877,6032,11142,940,15018,2782,28397,33225,142350.73584670736
58756,47610,11447,5327,14078,13537,673,7036,4906,13905,4516,126526.66596044043
38888,4563,13695,3172,8755,12767,7710,19209,4738,22221,29472,130176.10797158763
186807,41865,25695,210,12735,3153,2886,2816,426,29869,9084,135162.2330735522
67295,17495,6708,7474,13531,16954,9874,7608,2828,25529,31958,141632.66561577213
134352,22957,6219,18197,7645,1747,1076,37472,882,27425,22786,152626.53593762987
103042,49112,10043,19463,5507,5278,9577,20411,2176,13495,29913,172770.30589829912
105999,24094,2355,3313,754,1755,1927,486,2379,13368,23079,76000.5239750133
37955,16699,12685,10442,6425,14176,4330,49682,4095,20230,24620,167800.11854260848
57841,18835,7948,11362,14141,1971,1650,28931,4020,5793,11028,110354.93146344092
90640,20936,27196,15651,12277,11956,4878,30409,1531,3180,4817,137576.2767123345
185983,8894,7164,8672,13693,3334,7996,27322,4799,10368,10154,105025.83950681331
158429,25616,21603,13913,9512,11265,937,22685,1121,22867,27233,161202.81024767904
183551,27613,18122,15544,12006,4152,6462,49408,654,10761,15720,163055.49376023147
81476,23210,28104,13259,9318,18733,9487,15319,2383,22225,6396,154310.9312481633
64811,10317,17197,11979,2744,18950,3900,15568,2679,11693,18341,116787.15888256028
187280,30185,10328,10797,12529,10815,7083,30145,4754,9079,26753,155501.27315566535
171222,17214,16236,2197,4075,370,1565,42886,1616,5559,20131,114906.22313979827
91180,34159,6788,18476,2833,5944,7359,25855,822,27819,285,132516.73573896277
194358,13239,28284,14939,8411,12053,2542,21198,1814,17651,32388,154114.71008187957
132856,17612,25002,10792,8451,9733,5245,8454,2795,14493,32752,141845.34054474114
88450,17745,14003,914,1645,8960,6766,25430,3601,24749,11602,118626.51332870615
172424,25311,19478,3826,12339,16538,6873,23544,3413,3078,14109,134904.0913539576
131888,15531,24163,16155,10368,2285,7270,26556,4167,28889,38219,176502.8747775129
130448,39363,24741,9169,3667,16767,5894,4753,2359,12568,21590,144783.20862676756
34397,23819,27611,11584,11071,10148,173,43155,2067,16838,1252,149739.63644797163
192627,43182,4722,578,1033,1777,7757,9824,4162,11727,22014,110687.67309586554
198031,30609,5108,1767,2278,2812,5108,11384,731,1814,28082,91867.8278192232
151800,5731,8948,18230,6753,10129,221,22757,1265,16394,26454,119285.57346982753
139180,14157,21009,1237,1253,18004,2705,8053,1815,9297,25311,106150.68330510776
86234,41994,15477,11411,12550,11161,1691,37059,615,10844,31361,178366.77640604106
59954,20590,6326,12849,3045,2312,5881,37383,2953,14928,5346,115914.65656640391
198352,19027,14208,11842,4667,5238,7929,42388,3950,8362,7341,130835.40856796633
99459,30927,21007,19913,9088,16556,6792,41971,261,9369,21993,180208.68146447893
167851,13162,19069,3003,9642,17067,6397,41007,2053,22843,2015,141418.20617944372
175538,17739,16469,8740,11938,2424,7300,8563,2709,519,18406,99379.68109036275
188011,33249,10463,8763,4945,19858,6615,47619,4229,24221,34212,201519.29573527433
186342,25915,4343,19242,3599,13456,3409,46680,4409,19764,18718,163370.6286328326
79163,14510,14691,14933,11165,6488,3818,41005,4503,19631,33212,169488.80252148944
71934,17814,14128,2490,9806,2750,120,9618,75,23700,19356,101489.418777567
183379,49014,24500,9640,5140,7173,2584,14812,811,17286,11953,145760.2624855489
74098,14609,25264,19251,14527,10224,1445,17667,3725,22347,28994,163072.6007958698
